	_25th_percentile_earnings	_50th_percentile_earnings	_75th_percentile_earnings	average_earnings	campus	entry_status	hegis_at_exit	location	major	number_of_students_found	potential_number_of_students	potential_number_of_students_for_each_year_out_of_school	student_path	year
32	$15,586	$33,015	$50,899	$36,366	70	FTF + FTT	4011	Northridge	Biology	775	1,475	1,117	1	3
33	$17,498	$38,824	$57,005	$39,909	70	FTF + FTT	4011	Northridge	Biology	681	1,475	992	1	4
34	$19,804	$44,509	$63,048	$46,043	70	FTF + FTT	4011	Northridge	Biology	608	1,475	895	1	5
35	$24,759	$47,366	$68,626	$50,881	70	FTF + FTT	4011	Northridge	Biology	531	1,475	788	1	6
36	$26,280	$51,643	$74,757	$54,722	70	FTF + FTT	4011	Northridge	Biology	486	1,475	712	1	7
37	$30,419	$56,364	$82,357	$60,241	70	FTF + FTT	4011	Northridge	Biology	410	1,475	623	1	8
38	$34,851	$61,758	$83,547	$65,770	70	FTF + FTT	4011	Northridge	Biology	363	1,475	548	1	9
39	$35,407	$66,297	$93,773	$72,818	70	FTF + FTT	4011	Northridge	Biology	295	1,475	447	1	10
40	$37,165	$67,871	$97,012	$76,561	70	FTF + FTT	4011	Northridge	Biology	271	1,475	410	1	11
41	$41,149	$70,916	$102,753	$81,126	70	FTF + FTT	4011	Northridge	Biology	218	1,475	329	1	12
42	$35,260	$72,653	$102,226	$79,157	70	FTF + FTT	4011	Northridge	Biology	170	1,475	259	1	13
43	$39,459	$75,816	$105,586	$84,414	70	FTF + FTT	4011	Northridge	Biology	130	1,475	211	1	14
44	$40,097	$80,556	$106,613	$84,567	70	FTF + FTT	4011	Northridge	Biology	102	1,475	166	1	15
45	$11,916	$26,144	$38,749	$26,394	70	FTF + FTT	4111	Northridge	Microbiology	106	130	125	1	1
46	$25,023	$41,129	$53,290	$39,646	70	FTF + FTT	4111	Northridge	Microbiology	83	130	103	1	2
47	$20,656	$46,967	$61,370	$44,499	70	FTF + FTT	4111	Northridge	Microbiology	70	130	89	1	3
48	$29,422	$54,840	$67,481	$50,062	70	FTF + FTT	4111	Northridge	Microbiology	60	130	76	1	4
49	$41,366	$60,899	$75,705	$57,184	70	FTF + FTT	4111	Northridge	Microbiology	53	130	70	1	5
50	$47,681	$68,497	$79,794	$66,883	70	FTF + FTT	4111	Northridge	Microbiology	43	130	66	1	6
51	$47,695	$73,252	$82,720	$68,837	70	FTF + FTT	4111	Northridge	Microbiology	43	130	62	1	7
52	$57,678	$77,968	$95,787	$76,348	70	FTF + FTT	4111	Northridge	Microbiology	37	130	56	1	8
53	$62,594	$79,184	$93,265	$73,271	70	FTF + FTT	4111	Northridge	Microbiology	38	130	52	1	9
54	$61,312	$77,297	$93,387	$76,767	70	FTF + FTT	4111	Northridge	Microbiology	31	130	44	1	10
55	$60,506	$84,471	$105,357	$81,700	70	FTF + FTT	4111	Northridge	Microbiology	29	130	41	1	11
56	$65,870	$80,155	$101,911	$80,613	70	FTF + FTT	4111	Northridge	Microbiology	27	130	36	1	12
57	$71,691	$80,366	$102,092	$81,525	70	FTF + FTT	4111	Northridge	Microbiology	23	130	31	1	13
58	$71,278	$90,263	$108,545	$88,778	70	FTF + FTT	4111	Northridge	Microbiology	16	130	26	1	14
59	$58,012	$86,239	$95,821	$80,962	70	FTF + FTT	4111	Northridge	Microbiology	17	130	22	1	15
60	$11,748	$29,638	$40,083	$28,122	70	FTF + FTT	4141	Northridge	Biochemistry	120	155	149	1	1
61	$15,560	$36,316	$47,138	$35,471	70	FTF + FTT	4141	Northridge	Biochemistry	106	155	133	1	2
62	$22,556	$42,318	$54,760	$40,507	70	FTF + FTT	4141	Northridge	Biochemistry	86	155	112	1	3
63	$29,142	$45,629	$60,197	$44,942	70	FTF + FTT	4141	Northridge	Biochemistry	74	155	97	1	4
64	$30,105	$51,205	$60,205	$46,545	70	FTF + FTT	4141	Northridge	Biochemistry	67	155	85	1	5
65	$25,705	$50,745	$66,647	$45,605	70	FTF + FTT	4141	Northridge	Biochemistry	59	155	72	1	6
66	$26,623	$47,674	$71,298	$47,717	70	FTF + FTT	4141	Northridge	Biochemistry	50	155	64	1	7
67	$42,365	$54,417	$69,662	$55,437	70	FTF + FTT	4141	Northridge	Biochemistry	38	155	50	1	8
68	$47,635	$61,618	$71,367	$59,871	70	FTF + FTT	4141	Northridge	Biochemistry	34	155	44	1	9
69	$42,266	$59,191	$77,026	$60,561	70	FTF + FTT	4141	Northridge	Biochemistry	24	155	32	1	10
70	$49,339	$69,330	$89,202	$68,919	70	FTF + FTT	4141	Northridge	Biochemistry	22	155	27	1	11
71	$46,234	$64,333	$87,504	$65,350	70	FTF + FTT	4141	Northridge	Biochemistry	18	155	20	1	12
72	$45,581	$67,339	$99,391	$84,822	70	FTF + FTT	4141	Northridge	Biochemistry	14	155	15	1	13
73	$32,812	$60,372	$104,375	$71,051	70	FTF + FTT	4141	Northridge	Biochemistry	8	155	10	1	14
74					70	FTF + FTT	4141	Northridge	Biochemistry	4	155	8	1	15
75	$11,217	$35,150	$45,369	$29,934	70	FTF + FTT	4152	Northridge	Biomedical Physics	10	13	13	1	1
76	$16,653	$41,585	$51,543	$34,610	70	FTF + FTT	4152	Northridge	Biomedical Physics	12	13	13	1	2
77	$30,282	$52,239	$59,237	$48,799	70	FTF + FTT	4152	Northridge	Biomedical Physics	10	13	13	1	3
78	$35,310	$51,500	$60,793	$54,779	70	FTF + FTT	4152	Northridge	Biomedical Physics	10	13	13	1	4
79	$5,538	$62,051	$105,894	$63,982	70	FTF + FTT	4152	Northridge	Biomedical Physics	10	13	13	1	5
80	$49,738	$61,596	$88,480	$70,365	70	FTF + FTT	4152	Northridge	Biomedical Physics	10	13	13	1	6
81	$59,159	$74,024	$88,802	$72,706	70	FTF + FTT	4152	Northridge	Biomedical Physics	11	13	13	1	7
82	$43,324	$60,208	$91,393	$69,024	70	FTF + FTT	4152	Northridge	Biomedical Physics	10	13	12	1	8
83	$39,474	$66,439	$106,362	$76,261	70	FTF + FTT	4152	Northridge	Biomedical Physics	10	13	11	1	9
84	$56,051	$83,087	$148,671	$99,758	70	FTF + FTT	4152	Northridge	Biomedical Physics	7	13	7	1	10
85	$39,486	$66,901	$143,015	$83,896	70	FTF + FTT	4152	Northridge	Biomedical Physics	6	13	6	1	11
86	$75,036	$85,904	$174,564	$111,175	70	FTF + FTT	4152	Northridge	Biomedical Physics	5	13	6	1	12
87					70	FTF + FTT	4152	Northridge	Biomedical Physics	4	13	4	1	13
88					70	FTF + FTT	4152	Northridge	Biomedical Physics	3	13	3	1	14
89					70	FTF + FTT	4152	Northridge	Biomedical Physics	1	13	1	1	15
90	$9,478	$24,925	$38,787	$25,901	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	217	307	278	1	1
91	$14,325	$37,230	$48,903	$34,261	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	167	307	225	1	2
92	$17,892	$41,661	$54,192	$39,906	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	136	307	192	1	3
93	$20,404	$44,606	$64,055	$43,379	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	111	307	163	1	4
94	$25,954	$50,200	$68,909	$49,857	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	91	307	139	1	5
95	$34,188	$55,665	$70,870	$55,642	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	76	307	122	1	6
96	$39,781	$58,868	$77,722	$61,622	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	71	307	110	1	7
97	$49,901	$66,142	$87,475	$70,990	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	56	307	90	1	8
98	$48,069	$71,496	$100,903	$72,372	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	50	307	75	1	9
99	$48,248	$63,758	$105,229	$74,515	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	44	307	61	1	10
100	$52,255	$79,241	$115,983	$86,032	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	39	307	56	1	11
101	$41,319	$68,381	$111,312	$79,895	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	35	307	49	1	12
102	$49,545	$72,771	$106,090	$81,621	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	31	307	44	1	13
103	$17,259	$70,381	$88,195	$66,389	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	19	307	34	1	14
104	$51,033	$76,656	$105,264	$83,711	70	FTF + FTT	4171	Northridge	Cell and Molecular Biology	12	307	27	1	15
105	$9,496	$18,565	$31,533	$21,611	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	75	96	91	1	1
106	$6,753	$20,243	$38,601	$25,577	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	66	96	81	1	2
107	$14,175	$31,708	$47,745	$33,882	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	57	96	72	1	3
108	$13,370	$32,773	$52,080	$36,655	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	50	96	67	1	4
109	$17,668	$37,503	$56,817	$40,962	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	42	96	61	1	5
110	$19,562	$39,106	$61,432	$42,957	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	32	96	52	1	6
111	$32,340	$47,869	$71,973	$49,992	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	27	96	48	1	7
112	$37,965	$50,954	$77,269	$57,719	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	23	96	39	1	8
113	$35,260	$49,165	$77,896	$59,868	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	23	96	36	1	9
114	$43,056	$70,098	$91,101	$65,857	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	19	96	31	1	10
115	$46,798	$71,931	$99,319	$74,243	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	18	96	30	1	11
116	$46,339	$78,791	$107,563	$80,190	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	17	96	28	1	12
117	$47,241	$71,191	$102,864	$67,815	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	13	96	20	1	13
118	$47,044	$77,278	$117,073	$71,670	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	11	96	19	1	14
119	$20,651	$86,014	$122,971	$72,875	70	FTF + FTT	4201	Northridge	Environmental Biology & Ecology	8	96	13	1	15
120	$14,707	$27,525	$43,155	$31,087	70	FTF + FTT	5011	Northridge	Business Administration	836	1,072	1,035	1	1
121	$18,427	$37,196	$52,891	$37,914	70	FTF + FTT	5011	Northridge	Business Administration	740	1,072	952	1	2
122	$21,714	$41,250	$58,065	$42,181	70	FTF + FTT	5011	Northridge	Business Administration	670	1,072	891	1	3
123	$23,256	$45,290	$63,757	$55,613	70	FTF + FTT	5011	Northridge	Business Administration	605	1,072	818	1	4
124	$26,985	$50,217	$67,661	$50,055	70	FTF + FTT	5011	Northridge	Business Administration	548	1,072	736	1	5
125	$30,482	$53,060	$71,399	$53,880	70	FTF + FTT	5011	Northridge	Business Administration	473	1,072	637	1	6
126	$34,894	$56,496	$80,077	$59,357	70	FTF + FTT	5011	Northridge	Business Administration	407	1,072	554	1	7
127	$43,453	$62,078	$86,288	$67,004	70	FTF + FTT	5011	Northridge	Business Administration	333	1,072	470	1	8
128	$46,625	$68,557	$92,147	$72,553	70	FTF + FTT	5011	Northridge	Business Administration	282	1,072	385	1	9
129	$51,243	$71,218	$103,363	$79,455	70	FTF + FTT	5011	Northridge	Business Administration	193	1,072	276	1	10
130	$50,855	$76,507	$108,776	$83,165	70	FTF + FTT	5011	Northridge	Business Administration	143	1,072	210	1	11
131	$49,571	$74,290	$106,680	$89,257	70	FTF + FTT	5011	Northridge	Business Administration	85	1,072	121	1	12
132	$47,957	$98,437	$140,837	$108,023	70	FTF + FTT	5011	Northridge	Business Administration	32	1,072	44	1	13
133	$96,934	$127,561	$163,775	$148,359	70	FTF + FTT	5011	Northridge	Business Administration	15	1,072	25	1	14
134	$113,225	$144,946	$162,811	$145,662	70	FTF + FTT	5011	Northridge	Business Administration	5	1,072	13	1	15
135	$17,362	$37,586	$38,915	$41,753	70	FTF + FTT	5012	Northridge	Business Education	5	7	7	1	1
136					70	FTF + FTT	5012	Northridge	Business Education	4	7	7	1	2
137					70	FTF + FTT	5012	Northridge	Business Education	3	7	7	1	3
138					70	FTF + FTT	5012	Northridge	Business Education	4	7	7	1	4
139					70	FTF + FTT	5012	Northridge	Business Education	3	7	7	1	5
140					70	FTF + FTT	5012	Northridge	Business Education	4	7	7	1	6
141					70	FTF + FTT	5012	Northridge	Business Education	4	7	7	1	7
142	$36,851	$41,806	$43,215	$57,205	70	FTF + FTT	5012	Northridge	Business Education	5	7	7	1	8
143	$48,014	$55,043	$56,302	$72,034	70	FTF + FTT	5012	Northridge	Business Education	5	7	7	1	9
144	$17,848	$28,549	$69,491	$52,664	70	FTF + FTT	5012	Northridge	Business Education	5	7	7	1	10
145					70	FTF + FTT	5012	Northridge	Business Education	3	7	7	1	11
146					70	FTF + FTT	5012	Northridge	Business Education	4	7	7	1	12
147					70	FTF + FTT	5012	Northridge	Business Education	3	7	6	1	13
148					70	FTF + FTT	5012	Northridge	Business Education	3	7	5	1	14
149					70	FTF + FTT	5012	Northridge	Business Education	2	7	5	1	15
150	$29,868	$44,654	$54,869	$42,912	70	FTF + FTT	5021	Northridge	Accounting	2,273	2,635	2,538	1	1
151	$41,602	$55,354	$63,510	$52,188	70	FTF + FTT	5021	Northridge	Accounting	2,087	2,635	2,348	1	2
152	$44,750	$59,552	$69,998	$57,294	70	FTF + FTT	5021	Northridge	Accounting	1,865	2,635	2,146	1	3
153	$48,236	$64,361	$77,416	$62,387	70	FTF + FTT	5021	Northridge	Accounting	1,656	2,635	1,963	1	4
154	$49,396	$67,999	$82,466	$66,007	70	FTF + FTT	5021	Northridge	Accounting	1,470	2,635	1,797	1	5
155	$51,490	$71,518	$90,203	$70,687	70	FTF + FTT	5021	Northridge	Accounting	1,308	2,635	1,650	1	6
156	$53,598	$75,896	$95,880	$74,276	70	FTF + FTT	5021	Northridge	Accounting	1,191	2,635	1,526	1	7
157	$54,274	$79,065	$102,730	$78,451	70	FTF + FTT	5021	Northridge	Accounting	1,070	2,635	1,410	1	8
158	$55,851	$80,703	$105,800	$81,153	70	FTF + FTT	5021	Northridge	Accounting	956	2,635	1,281	1	9
159	$54,895	$82,417	$109,426	$83,559	70	FTF + FTT	5021	Northridge	Accounting	824	2,635	1,103	1	10
160	$54,878	$84,725	$114,388	$86,449	70	FTF + FTT	5021	Northridge	Accounting	760	2,635	1,020	1	11
161	$57,341	$88,550	$119,413	$90,785	70	FTF + FTT	5021	Northridge	Accounting	659	2,635	890	1	12
162	$61,874	$92,957	$123,000	$95,716	70	FTF + FTT	5021	Northridge	Accounting	547	2,635	744	1	13
163	$62,308	$93,219	$129,398	$96,391	70	FTF + FTT	5021	Northridge	Accounting	429	2,635	593	1	14
164	$65,293	$98,750	$137,361	$102,945	70	FTF + FTT	5021	Northridge	Accounting	324	2,635	458	1	15
165	$20,967	$36,639	$51,225	$38,813	70	FTF + FTT	5041	Northridge	Finance	3,295	3,932	3,857	1	1
166	$30,126	$45,801	$59,927	$48,988	70	FTF + FTT	5041	Northridge	Finance	3,108	3,932	3,669	1	2
167	$33,444	$50,179	$65,817	$52,264	70	FTF + FTT	5041	Northridge	Finance	2,912	3,932	3,487	1	3
168	$36,898	$53,941	$71,043	$56,926	70	FTF + FTT	5041	Northridge	Finance	2,650	3,932	3,253	1	4
169	$38,120	$57,108	$76,048	$61,095	70	FTF + FTT	5041	Northridge	Finance	2,396	3,932	3,004	1	5
170	$39,847	$60,338	$81,189	$64,763	70	FTF + FTT	5041	Northridge	Finance	2,116	3,932	2,739	1	6
171	$40,672	$62,199	$84,657	$67,603	70	FTF + FTT	5041	Northridge	Finance	1,867	3,932	2,468	1	7
172	$41,292	$65,362	$90,002	$72,461	70	FTF + FTT	5041	Northridge	Finance	1,604	3,932	2,178	1	8
173	$44,387	$68,256	$93,914	$79,238	70	FTF + FTT	5041	Northridge	Finance	1,372	3,932	1,882	1	9
174	$45,523	$72,508	$99,904	$81,974	70	FTF + FTT	5041	Northridge	Finance	1,102	3,932	1,532	1	10
175	$46,432	$71,941	$102,734	$83,028	70	FTF + FTT	5041	Northridge	Finance	986	3,932	1,387	1	11
176	$47,179	$73,783	$107,146	$86,486	70	FTF + FTT	5041	Northridge	Finance	840	3,932	1,174	1	12
177	$44,661	$74,237	$109,333	$91,618	70	FTF + FTT	5041	Northridge	Finance	663	3,932	958	1	13
178	$47,084	$77,185	$110,651	$94,414	70	FTF + FTT	5041	Northridge	Finance	478	3,932	700	1	14
179	$48,191	$77,718	$118,121	$100,576	70	FTF + FTT	5041	Northridge	Finance	320	3,932	481	1	15
180	$19,096	$32,615	$46,427	$35,039	70	FTF + FTT	5061	Northridge	Management-5061	2,809	3,447	3,247	1	1
181	$27,217	$42,085	$55,095	$43,283	70	FTF + FTT	5061	Northridge	Management-5061	2,503	3,447	2,928	1	2
182	$31,198	$46,492	$61,232	$49,455	70	FTF + FTT	5061	Northridge	Management-5061	2,202	3,447	2,613	1	3
183	$33,420	$49,484	$67,410	$52,640	70	FTF + FTT	5061	Northridge	Management-5061	1,925	3,447	2,324	1	4
184	$35,771	$52,299	$72,404	$56,908	70	FTF + FTT	5061	Northridge	Management-5061	1,650	3,447	2,039	1	5
185	$37,486	$55,716	$78,558	$60,486	70	FTF + FTT	5061	Northridge	Management-5061	1,365	3,447	1,742	1	6
186	$37,691	$58,562	$82,657	$63,928	70	FTF + FTT	5061	Northridge	Management-5061	1,153	3,447	1,484	1	7
187	$41,186	$62,654	$87,314	$68,428	70	FTF + FTT	5061	Northridge	Management-5061	951	3,447	1,251	1	8
188	$42,039	$64,316	$91,746	$71,341	70	FTF + FTT	5061	Northridge	Management-5061	794	3,447	1,046	1	9
189	$44,698	$67,568	$96,418	$75,916	70	FTF + FTT	5061	Northridge	Management-5061	600	3,447	818	1	10
190	$46,272	$71,459	$101,620	$79,940	70	FTF + FTT	5061	Northridge	Management-5061	525	3,447	716	1	11
191	$48,158	$75,392	$106,671	$82,884	70	FTF + FTT	5061	Northridge	Management-5061	419	3,447	573	1	12
192	$50,328	$76,742	$110,224	$88,514	70	FTF + FTT	5061	Northridge	Management-5061	324	3,447	442	1	13
193	$53,159	$81,748	$116,790	$94,812	70	FTF + FTT	5061	Northridge	Management-5061	209	3,447	296	1	14
194	$57,890	$84,552	$121,542	$100,261	70	FTF + FTT	5061	Northridge	Management-5061	130	3,447	193	1	15
195					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	1
196					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	2
197					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	3
198					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	4
199					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	5
200					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	6
201					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	7
202					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	8
203					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	9
204					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	10
205					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	11
206					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	12
207					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	13
208					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	14
209					70	FTF + FTT	5062	Northridge	Management-5062	3	3	3	1	15
210					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	1
211					70	FTF + FTT	5064	Northridge	Production and Operations Management	3	5	5	1	2
212					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	3
213					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	4
214					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	5
215					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	6
216					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	7
217					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	8
218					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	9
219					70	FTF + FTT	5064	Northridge	Production and Operations Management	4	5	5	1	10
220					70	FTF + FTT	5064	Northridge	Production and Operations Management	3	5	5	1	11
221					70	FTF + FTT	5064	Northridge	Production and Operations Management	3	5	5	1	12
222					70	FTF + FTT	5064	Northridge	Production and Operations Management	3	5	5	1	13
223					70	FTF + FTT	5064	Northridge	Production and Operations Management	3	5	5	1	14
224					70	FTF + FTT	5064	Northridge	Production and Operations Management	3	5	5	1	15
225	$17,382	$33,344	$52,802	$37,265	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	208	245	234	1	1
226	$25,351	$44,229	$59,612	$44,930	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	183	245	214	1	2
227	$34,331	$49,518	$66,532	$50,006	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	167	245	205	1	3
228	$40,727	$54,654	$72,367	$55,408	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	139	245	185	1	4
229	$34,308	$53,953	$78,694	$56,444	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	120	245	164	1	5
230	$36,881	$58,728	$81,576	$60,541	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	105	245	148	1	6
231	$44,947	$66,597	$90,675	$70,556	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	89	245	130	1	7
232	$41,888	$61,847	$86,895	$62,941	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	69	245	108	1	8
233	$46,463	$65,640	$95,921	$71,145	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	61	245	98	1	9
234	$56,002	$69,304	$99,232	$77,588	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	47	245	84	1	10
235	$48,374	$66,911	$94,402	$76,714	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	47	245	75	1	11
236	$56,943	$79,123	$108,175	$79,602	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	38	245	62	1	12
237	$53,380	$71,253	$93,313	$75,631	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	30	245	52	1	13
238	$64,988	$80,712	$93,924	$78,671	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	16	245	31	1	14
239	$77,549	$82,597	$92,054	$81,321	70	FTF + FTT	5072	Northridge	Management Systems Analysis / Operations Research	14	245	25	1	15
240	$17,689	$31,585	$43,536	$32,583	70	FTF + FTT	5091	Northridge	Marketing	2,664	3,218	3,098	1	1
241	$24,876	$39,762	$52,217	$40,213	70	FTF + FTT	5091	Northridge	Marketing	2,423	3,218	2,882	1	2
242	$28,636	$43,953	$57,621	$44,668	70	FTF + FTT	5091	Northridge	Marketing	2,202	3,218	2,685	1	3
243	$31,548	$48,562	$62,885	$49,352	70	FTF + FTT	5091	Northridge	Marketing	1,979	3,218	2,493	1	4
244	$33,143	$51,773	$68,422	$53,792	70	FTF + FTT	5091	Northridge	Marketing	1,767	3,218	2,293	1	5
245	$34,459	$54,184	$75,749	$57,999	70	FTF + FTT	5091	Northridge	Marketing	1,532	3,218	2,061	1	6
246	$37,566	$57,557	$78,770	$61,229	70	FTF + FTT	5091	Northridge	Marketing	1,350	3,218	1,827	1	7
247	$37,638	$60,087	$84,659	$64,941	70	FTF + FTT	5091	Northridge	Marketing	1,155	3,218	1,581	1	8
248	$39,428	$64,300	$89,013	$69,658	70	FTF + FTT	5091	Northridge	Marketing	919	3,218	1,313	1	9
249	$41,675	$67,414	$94,924	$72,410	70	FTF + FTT	5091	Northridge	Marketing	700	3,218	1,036	1	10
250	$42,883	$69,956	$100,916	$76,374	70	FTF + FTT	5091	Northridge	Marketing	611	3,218	908	1	11
251	$40,476	$73,788	$103,073	$77,855	70	FTF + FTT	5091	Northridge	Marketing	482	3,218	734	1	12
252	$44,442	$74,246	$102,047	$79,855	70	FTF + FTT	5091	Northridge	Marketing	367	3,218	584	1	13
253	$40,140	$73,272	$102,464	$79,463	70	FTF + FTT	5091	Northridge	Marketing	267	3,218	428	1	14
